3275.00 	 -0.266870
3275.08 	 -0.264253
3275.15 	 -0.262789
3275.23 	 -0.260268
3275.30 	 -0.255153
3275.38 	 -0.250399
3275.45 	 -0.247832
3275.53 	 -0.245973
3275.60 	 -0.245404
3275.68 	 -0.244682
3275.75 	 -0.242444
3275.83 	 -0.242387
3275.90 	 -0.243932
3275.98 	 -0.247523
3276.05 	 -0.251327
3276.13 	 -0.251516
3276.20 	 -0.251232
3276.28 	 -0.249412
3276.35 	 -0.247720
3276.43 	 -0.251669
3276.50 	 -0.253094
3276.58 	 -0.246229
3276.65 	 -0.243994
3276.73 	 -0.247814
3276.80 	 -0.244685
3276.88 	 -0.238967
3276.95 	 -0.239950
3277.03 	 -0.244264
3277.10 	 -0.244853
3277.18 	 -0.241754
3277.25 	 -0.239833
3277.33 	 -0.238732
3277.40 	 -0.238580
3277.48 	 -0.241421
3277.55 	 -0.246405
3277.63 	 -0.250177
3277.70 	 -0.249798
3277.78 	 -0.244930
3277.85 	 -0.241183
3277.93 	 -0.244296
3278.00 	 -0.245736
3278.08 	 -0.242425
3278.15 	 -0.239670
3278.23 	 -0.239844
3278.30 	 -0.243168
3278.38 	 -0.244232
3278.45 	 -0.245090
3278.53 	 -0.247326
3278.60 	 -0.244949
3278.68 	 -0.238207
3278.75 	 -0.234150
3278.83 	 -0.236048
3278.90 	 -0.239722
3278.98 	 -0.239688
3279.05 	 -0.239042
3279.13 	 -0.241010
3279.20 	 -0.243502
3279.28 	 0.00000
3279.35 	 0.000976945
3279.43 	 0.00599965
3279.50 	 0.00820001
3279.58 	 0.0110491
3279.65 	 0.0140088
3279.73 	 0.0122237
3279.80 	 0.00805851
3279.88 	 0.00697921
3279.95 	 0.00700819
3280.03 	 0.00392459
3280.10 	 0.000987587
3280.18 	 0.000204589
3280.25 	 0.000975488
3280.33 	 0.00514355
3280.40 	 0.00834929
3280.48 	 0.00634229
3280.55 	 0.00467959
3280.63 	 0.00646090
3280.70 	 0.00736326
3280.78 	 0.00678359
3280.85 	 0.00782340
3280.93 	 0.00962714
3281.00 	 0.0104708
3281.08 	 0.00796046
3281.15 	 0.00357850
3281.23 	 0.00124883
3281.30 	 0.00134030
3281.38 	 0.00517935
3281.45 	 0.00825079
3281.53 	 0.00745461
3281.60 	 0.00507774
3281.68 	 0.00162200
3281.75 	 0.000664920
3281.83 	 0.00300666
3281.90 	 0.00453584
3281.98 	 0.00336787
3282.05 	 0.00139926
3282.13 	 0.000475690
3282.20 	 0.00111070
3282.28 	 0.00135359
3282.35 	 0.000466394
3282.43 	 0.000634018
3282.50 	 0.00311893
3282.58 	 0.00705433
3282.65 	 0.00757745
3282.73 	 0.00370130
3282.80 	 0.000865559
3282.88 	 0.00174842
3282.95 	 0.00526933
3283.03 	 0.00826391
3283.10 	 0.00851868
3283.18 	 0.00735212
3283.25 	 0.00498838
3283.33 	 0.00418050
3283.40 	 0.00596973
3283.48 	 0.00513041
3283.55 	 0.00362606
3283.63 	 0.00316631
3283.70 	 -0.000609379
3283.78 	 -0.000647828
3283.85 	 0.00430650
3283.93 	 0.00388715
3284.00 	 0.000916792
3284.08 	 0.00115767
3284.15 	 0.00134816
3284.23 	 0.000378208
3284.30 	 -0.00232181
3284.38 	 -0.00681469
3284.45 	 -0.00523413
3284.53 	 -0.000663103
3284.60 	 0.000259557
3284.68 	 -0.00155578
3284.75 	 -0.00469028
3284.83 	 -0.00361745
3284.90 	 6.88904e-05
3284.98 	 0.00217547
3285.05 	 0.000798930
3285.13 	 6.34515e-05
3285.20 	 0.00157345
3285.28 	 -0.00263366
3285.35 	 -0.00763389
3285.43 	 -0.00760768
3285.50 	 -0.00746234
3285.58 	 -0.00666944
3285.65 	 -0.00238360
3285.73 	 -0.000124769
3285.80 	 -0.000258378
3285.88 	 -0.000339380
3285.95 	 -0.00204446
3286.03 	 0.000256045
3286.10 	 0.00319791
3286.18 	 0.00263377
3286.25 	 0.00376926
3286.33 	 0.00117705
3286.40 	 -0.00478209
3286.48 	 -0.00480289
3286.55 	 -0.00164422
3286.63 	 0.000200362
3286.70 	 0.00183506
3286.78 	 0.000583224
3286.85 	 -0.00241775
3286.93 	 -0.00287203
3287.00 	 -0.00393742
3287.08 	 -0.00598817
3287.15 	 -0.00746658
3287.23 	 -0.00933874
3287.30 	 -0.00802727
3287.38 	 -0.00493704
3287.45 	 -0.00373015
3287.53 	 -0.00181627
3287.60 	 -0.00140985
3287.68 	 -0.00333596
3287.75 	 -0.00376518
3287.83 	 -0.00565436
3287.90 	 -0.00648521
3287.98 	 -0.00301350
3288.05 	 -0.00310243
3288.13 	 -0.00597904
3288.20 	 -0.00693986
3288.28 	 -0.00724642
3288.35 	 -0.00594065
3288.43 	 -0.00567198
3288.50 	 -0.00736951
3288.58 	 -0.00536320
3288.65 	 -0.00302093
3288.73 	 -0.00182310
3288.80 	 0.00194750
3288.88 	 0.000907068
3288.95 	 -0.00397120
3289.03 	 -0.00529788
3289.10 	 -0.00533605
3289.18 	 -0.00465716
3289.25 	 -0.00263025
3289.33 	 0.00000
3289.40 	 0.00208708
3289.48 	 0.000563244
3289.55 	 -0.000320843
3289.63 	 0.000814239
3289.70 	 -0.00256589
3289.78 	 -0.00600307
3289.85 	 -0.00478882
3289.93 	 -0.00276476
3290.00 	 -0.000615841
3290.08 	 -0.00103174
3290.15 	 -0.00469649
3290.23 	 -0.00681124
3290.30 	 -0.00716856
3290.38 	 -0.00476955
3290.45 	 -0.00210884
3290.53 	 -0.00264329
3290.60 	 -0.00505933
3290.68 	 -0.00617121
3290.75 	 -0.00515231
3290.83 	 -0.00497637
3290.90 	 -0.00573527
3290.98 	 -0.00578205
3291.05 	 -0.00369721
3291.13 	 -0.00267918
3291.20 	 -0.00347329
3291.28 	 -0.00385883
3291.35 	 -0.00513023
3291.43 	 -0.00579237
3291.50 	 -0.00350981
3291.58 	 -0.00321454
3291.65 	 -0.00735993
3291.73 	 -0.00807600
3291.80 	 -0.00392805
3291.88 	 0.000688069
3291.95 	 0.00363577
3292.03 	 0.000789503
3292.10 	 -0.00359594
